Bathrooms,Bedrooms,Erf Size,Floor Size,Garages,Listing Date,Listing Number,Pet Friendly,Price,Town,Type of Property,Garden,Pool,Secure Parking,Parking,No Pets Allowed,Furnished,Flatlet,Fibre Internet,Furnished (Optional),ADSL Internet,Satellite Internet,Fixed WiMax Internet
2.0,3.0,336 m²,,2.0,03 February 2020,108397232,,1400000.0,"3 De Villiers Road, Maitland, Cape Town",House,,,,2.0,,,,,,,,
1.0,2.0,,72 m²,1.0,19 December 2019,108276606,1.0,3300000.0,"Sea Point, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
1.0,1.0,,75 m²,1.0,03 July 2019,107661668,,2395000.0,"1 Bree St, Foreshore, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,
2.5,4.0,1 050 m²,336 m²,2.0,05 December 2018,107012472,1.0,5500000.0,"Tokai, Cape Town",House,1.0,1.0,,3.0,,,,,,,,
1.0,1.0,,42 m²,,03 July 2019,107662995,,1850000.0,"88 St Georges Mall, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,
2.0,2.0,,93 m²,,27 January 2020,106345829,,4490000.0,"Gardens, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,2.0,,102 m²,,19 December 2018,107045413,,6990000.0,"Green Point, Cape Town",Apartment / Flat,,,,2.0,,,,,,,,
2.0,2.0,,87 m²,1.0,24 October 2018,106882993,,2950000.0,"Gardens, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,
,,,,,21 April 2020,108630199,,1770000.0,"45 Chapel Street,zonnebloem,cape Town, Zonnebloem, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,1.0,,,,25 June 2020,108802278,,899000.0,"Diep River, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
1.0,1.0,,63 m²,,09 July 2019,107684257,,3250000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,1.0,1.0,,,,,,
1.0,1.0,,58 m²,,19 December 2019,108277037,,2200000.0,"Gardens, Cape Town",Apartment / Flat,,,,,,,,,,,,
3.0,7.0,3 188 m²,529 m²,2.0,30 December 2019,108284456,,10995000.0,"Constantia, Cape Town",House,,1.0,,,,,,,,,,
5.0,5.0,831 m²,,2.0,02 March 2020,104381018,,34500000.0,"Camps Bay, Cape Town",House,,1.0,,,,,1.0,,,,,
4.0,5.0,766 m²,,2.0,17 December 2019,108271298,,9950000.0,"Camps Bay, Cape Town",House,,1.0,,3.0,,,1.0,,,,,
1.0,1.0,,63 m²,,12 August 2019,107814312,,1950000.0,"22 Bloem Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,
2.0,2.0,,93 m²,,27 January 2020,106346074,,4590000.0,"Gardens, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,1.0,,43 m²,1.0,28 August 2019,107880234,,1950000.0,"66 Keerom Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,
2.0,2.0,,111 m²,,05 November 2018,106918149,,6495000.0,"Bantry Bay, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
1.0,1.0,,128 m²,,30 January 2018,105982209,,4495000.0,"Gardens, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,
1.0,1.0,,48 m²,1.0,23 July 2019,107731447,,2950000.0,"20 Riebeek Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,
1.0,2.0,63 m²,,,28 February 2020,108512078,,1850000.0,"Zonnebloem, Cape Town",House,,1.0,,1.0,,,,1.0,,,,
3.5,3.0,,298 m²,2.0,04 September 2019,103509829,,10995000.0,"Green Point, Cape Town",Townhouse,,1.0,,,1.0,,,,,,,
2.0,3.0,457 m²,,3.0,06 February 2020,108411404,,3395000.0,"Woodstock, Cape Town",House,1.0,,,,,,1.0,1.0,,,,
3.0,4.0,1 383 m²,,3.0,28 February 2020,108511406,1.0,4850000.0,"Pinelands, Cape Town",House,,1.0,,3.0,,,,,,,,
3.0,4.0,496 m²,130 m²,1.0,03 December 2019,108239009,,4750000.0,"3 St Joans Road Timour Hall Estate, Plumstead, Cape Town",House,1.0,1.0,,2.0,,,,,,,,
2.0,2.0,,93 m²,,27 January 2020,106345829,,4490000.0,"Gardens, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,1.0,,48 m²,,07 August 2019,107804863,,2195000.0,"57 Heerengracht Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,
3.5,3.0,235 m²,,2.0,28 February 2020,107044891,,5995000.0,"Garden Peak Lane Nieuwe Steenberg, Tokai, Cape Town",House,,,,,,,,,,,,
3.0,5.0,787 m²,,,04 March 2020,108530035,,3500000.0,"35 Pollsmoor Road, Kirstenhof, Cape Town",House,1.0,,,1.0,,,,1.0,,,,
2.0,2.0,,87 m²,1.0,24 October 2018,106882993,,2950000.0,"Gardens, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,
1.0,1.0,,,,25 June 2020,108802278,,899000.0,"Diep River, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
2.0,3.0,,248 m²,2.0,25 February 2019,107236252,1.0,4995000.0,"1 Rocklands Road, Sea Point, Cape Town",Apartment / Flat,,,,,,1.0,,,,,,
1.0,2.0,,77 m²,,22 May 2019,107522889,,2995000.0,"Green Point, Cape Town",Apartment / Flat,1.0,,,,1.0,,,1.0,,,,
4.0,3.0,300 m²,190 m²,,07 February 2020,108416384,1.0,5600000.0,"Newlands, Cape Town",House,,,,2.0,,,,,,,,
1.0,1.0,,65 m²,,10 October 2019,108041474,,1250000.0,"Mowbray, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,
1.0,2.0,,67 m²,,13 November 2019,108164731,,1100000.0,"Ottery, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,1.0,,59 m²,1.0,20 May 2020,108673811,,1950000.0,"Woodstock, Cape Town",Apartment / Flat,1.0,,,1.0,,,,1.0,,,,
1.0,1.0,,33 m²,,17 April 2020,108627457,,814504.0,"Pinelands, Cape Town",Apartment / Flat,1.0,,,1.0,1.0,,,,,,,
3.5,3.0,,177 m²,,19 December 2018,107045416,,9750000.0,"Green Point, Cape Town",Apartment / Flat,,,,2.0,,,,,,,,
1.0,1.0,,32 m²,,17 April 2020,108627456,,789827.0,"Pinelands, Cape Town",Apartment / Flat,1.0,,,1.0,1.0,,,,,,,
1.0,1.0,,47 m²,,19 August 2019,107847295,,1500000.0,"317 The Rondebosch, Belmont Road, Rondebosch, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
2.0,3.0,545 m²,447 m²,3.0,27 September 2017,105635123,,15900000.0,"Oranjezicht, Cape Town",House,,1.0,,3.0,1.0,,,,,,,
1.0,1.0,,48 m²,,09 February 2020,108421252,,1550000.0,"A317 Pinelands Grove Sunrise Road Pinelands, Pinelands, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,,
1.0,1.0,51 m²,,,08 November 2017,105783718,1.0,1799000.0,"8 York Road, Green Point, Cape Town",Apartment / Flat,1.0,1.0,,,,,,,,,,
1.0,1.0,,43 m²,,22 July 2019,107727056,,1650000.0,"66 Keerom Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,
1.0,0.5,,40 m²,,15 November 2019,108175250,,2200000.0,"Foreshore, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
1.0,2.0,,93 m²,,20 December 2019,108278704,,4900000.0,"Mouille Point, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,
1.0,1.0,41 m²,41 m²,,02 April 2019,107362497,,2495000.0,"Kalk Bay, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,1.0,,43 m²,,08 July 2019,107677913,,2450000.0,"1 Riebeek Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,1.0,,,,,,
8.0,8.0,3 834 m²,,2.0,09 May 2019,105767272,,19950000.0,"15a Peter Cloete Avenue, Constantia, Cape Town",House,,,,,,,,,,,,
1.0,,,52 m²,,29 March 2018,106182141,,1950000.0,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.5,2.0,,133 m²,1.0,01 November 2019,108119673,,4299000.0,"Sea Point, Cape Town",Apartment / Flat,1.0,,,,,,,,,,,
2.0,2.0,107 m²,107 m²,1.0,15 October 2019,108058670,,5495000.0,"Bantry Bay, Cape Town",Apartment / Flat,,,,,,,,,,,,
3.5,3.0,738 m²,234 m²,2.0,22 October 2018,105718084,,15900000.0,"Tamboerskloof, Cape Town",House,,1.0,,,1.0,,,,,,,
1.0,1.0,,55 m²,1.0,13 December 2019,108267092,1.0,3599990.0,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
4.0,4.0,638 m²,550 m²,,26 February 2020,108490008,,42000000.0,"Camps Bay, Cape Town",House,1.0,1.0,,,,,1.0,,,,,
1.0,1.0,,33 m²,,17 April 2020,108627457,,814504.0,"Pinelands, Cape Town",Apartment / Flat,1.0,,,1.0,1.0,,,,,,,
2.0,2.0,6 047 m²,105 m²,2.0,23 January 2018,105961299,,7950000.0,"Camps Bay, Cape Town",Apartment / Flat,1.0,1.0,,,1.0,,,,,,,
1.0,1.0,,45 m²,,20 November 2018,106971507,,1150000.0,"Rondebosch, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,
1.0,1.0,,32 m²,,17 April 2020,108627456,,789827.0,"Pinelands, Cape Town",Apartment / Flat,1.0,,,1.0,1.0,,,,,,,
3.5,5.0,1 784 m²,300 m²,2.0,18 December 2019,108274133,1.0,14500000.0,"6 & 6a Chas Booth Avenue, Camps Bay, Cape Town",House,1.0,1.0,,2.0,,,,,,,,
1.0,2.0,,60 m²,,24 February 2020,108479371,,1380000.0,"Pinelands, Cape Town",Apartment / Flat,1.0,,,1.0,,,,1.0,,,,
1.0,1.0,,47 m²,,19 August 2019,107847295,,1500000.0,"317 The Rondebosch, Belmont Road, Rondebosch, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
1.0,3.0,192 m²,192 m²,1.0,07 January 2019,107062194,1.0,2600000.0,"Salt River, Cape Town",House,,,,1.0,,,,,,,,
1.0,2.0,74 m²,,,25 March 2020,108601420,,620000.0,"Pelican Park, Cape Town",House,,,,1.0,,,,,,,,
1.0,1.0,51 m²,,,08 November 2017,105783718,1.0,1799000.0,"8 York Road, Green Point, Cape Town",Apartment / Flat,1.0,1.0,,,,,,,,,,
2.0,4.0,505 m²,,3.0,12 March 2020,108563738,,2349000.0,"Vanguard, Cape Town",House,,1.0,,,,,,,,,,
1.0,2.0,58 m²,58 m²,1.0,20 January 2020,108337470,1.0,3795000.0,"201 The Aster, 8 Firdale Avenue, Oranjezicht, Cape Town",Apartment / Flat,,1.0,,,,,,1.0,,,,
3.0,3.0,,,,26 June 2020,108803476,,3590000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,2.0,90 m²,90 m²,,07 January 2019,107061477,1.0,1555000.0,"Salt River, Cape Town",House,,,,,,,,,,,,
2.0,3.0,,88 m²,2.0,25 September 2019,107975226,,2895000.0,"The Claremont, Claremont, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
2.0,3.0,614 m²,,2.0,23 December 2019,108280935,1.0,12750000.0,"Oranjezicht, Cape Town",House,,1.0,,2.0,,,,,,,,
2.5,3.0,461 m²,244 m²,3.0,03 February 2020,108395527,,7450000.0,"Stonehurst Mountain Estate, Cape Town",House,1.0,,,1.0,,,,,,,,
2.5,3.0,,120 m²,2.0,30 August 2019,107889802,,2950000.0,"Rondebosch, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,1.0,,61 m²,1.0,06 September 2019,107913686,,1295000.0,"267 Victoria Road, Woodstock, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,1.0,,49 m²,,02 October 2019,107998055,,1700000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,1.0,,,,,,
1.0,0.5,,42 m²,1.0,21 January 2020,108346065,,1899950.0,"Woodstock, Cape Town",Apartment / Flat,,1.0,,,1.0,1.0,,,,,,
7.0,7.0,1 844 m²,450 m²,2.0,16 April 2019,107414687,,19250000.0,"Llandudno, Cape Town",House,,,,,,,,,,,,
1.0,2.0,,75 m²,,06 August 2019,107801158,,1495000.0,"Claremont, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,
2.5,3.0,140 m²,140 m²,1.0,29 May 2019,107546307,1.0,2600000.0,"Zonnebloem, Cape Town",Apartment / Flat,,,2.0,,,,,,,,,
1.0,1.0,,49 m²,1.0,13 August 2019,107821459,,1349950.0,"Rondebosch, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,2.0,,53 m²,,14 April 2020,108623205,,1270000.0,"Kenilworth, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,,
1.0,2.0,,,,21 May 2020,108676312,,540000.0,"Wynberg, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
1.0,1.0,,,,14 January 2020,108316312,,1018130.0,"Pinelands, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,2.0,,190 m²,,21 August 2019,107854651,,,"Camps Bay, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
3.0,4.0,240 m²,240 m²,2.0,22 February 2018,106066578,,13750000.0,"Camps Bay, Cape Town",House,1.0,1.0,,,,,,,,,,
2.0,2.0,,77 m²,1.0,02 July 2019,107658531,1.0,3950000.0,"16 Hall Road, Sea Point, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
3.5,3.0,332 m²,187 m²,2.0,12 June 2019,105614934,1.0,4895000.0,"Stonehurst Mountain Estate, Cape Town",Townhouse,1.0,,,1.0,,,,,,,,
1.0,5.0,625 m²,,1.0,24 March 2020,108600839,,1800000.0,"Lotus River, Cape Town",House,,,,6.0,,,1.0,,,,,
1.0,1.0,,66 m²,,03 December 2019,108240389,,2200000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,,,33 m²,,06 March 2020,108538970,1.0,2695000.0,"Mouille Point, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
1.0,2.0,,83 m²,1.0,07 February 2020,108416743,1.0,2300000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,1.0,1.0,,,,,,,,,,
2.0,2.0,,74 m²,2.0,18 October 2018,106861463,1.0,3795000.0,"Vredehoek, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,3.0,296 m²,,,25 February 2020,108485304,,3300000.0,"Claremont Upper, Cape Town",House,,,,,,,,,,,,
2.0,2.0,268 m²,,,03 December 2019,108239960,,4349000.0,"Green Point, Cape Town",House,,,,,,,,,,,,
1.0,1.0,,49 m²,1.0,01 November 2019,108120800,,2100000.0,"22 Leeuwen Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,
7.0,8.0,1 180 m²,,2.0,01 December 2019,108233244,1.0,16950000.0,"Camps Bay, Cape Town",House,,1.0,,,,1.0,,,,,,
1.0,2.0,79 m²,61 m²,1.0,18 October 2019,108072434,,1445000.0,"Zonnebloem, Cape Town",Apartment / Flat,1.0,1.0,,,1.0,,,,,,,
3.5,4.0,,295 m²,2.0,16 October 2019,108061180,,6995000.0,"5b Kildare Place, Newlands, Cape Town",House,1.0,1.0,,3.0,,,,1.0,,,,
1.5,2.0,,86 m²,1.0,13 June 2019,107602255,1.0,2340000.0,"Gardens, Cape Town",Apartment / Flat,,,,,,,,,,,,
4.0,5.0,815 m²,290 m²,4.0,25 November 2019,108212123,1.0,13800000.0,"Fresnaye, Cape Town",House,1.0,1.0,,4.0,,,1.0,,,,,
1.0,1.0,,52 m²,,01 October 2019,107994627,,2650000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,
2.0,3.0,,177 m²,,05 June 2020,108713528,,9750000.0,"Sea Point, Cape Town",Apartment / Flat,,,,2.0,1.0,,,,,,,
2.0,3.0,342 m²,,,10 September 2018,106729535,1.0,7250000.0,"Constantia, Cape Town",Townhouse,1.0,,,1.0,,,,,,,,
1.5,2.0,232 m²,,1.0,03 February 2020,108394489,,2395000.0,"Diep River, Cape Town",House,1.0,,,1.0,,,,,,,,
2.0,2.0,,73 m²,,08 August 2019,107807007,,3795000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,2.0,1.0,,,,,,,
1.0,,,,,23 June 2020,108789123,,3950000.0,"Gardens, Cape Town",House,1.0,,,,,,,,,,,
2.0,2.0,,90 m²,2.0,25 November 2019,108215635,1.0,5900000.0,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,3.0,,,2.0,03 February 2020,108393359,,965000.0,"7 Rose Road, Kewtown, Cape Town",House,1.0,,,1.0,,,,,,,,
1.0,2.0,,85 m²,1.0,16 September 2019,107945278,,4150000.0,"Camps Bay, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,2.0,,65 m²,,29 January 2020,108377696,1.0,2200000.0,"164 Upper Buitenkant Street, Oranjezicht, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,2.0,,112 m²,,22 January 2020,108352884,,6995000.0,"1208 117 On Strand 117 Strand Street, De Waterkant, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,,,26 m²,,22 May 2019,107523601,,1150000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,1.0,,,,,,
2.0,3.0,,,1.0,24 February 2020,108483887,,1850000.0,"Kirstenhof, Cape Town",Townhouse,,,,,,,,,,,,
1.0,1.0,,,,11 June 2020,108731802,,1399995.0,"75 Harrington Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,,
5.0,5.0,5 413 m²,,4.0,29 August 2018,106693203,,34500000.0,"3 Oosterzee Heights, Bishopscourt, Cape Town",House,1.0,1.0,,,,,,,,,,
1.0,0.5,,41 m²,,08 January 2020,108300658,1.0,3299000.0,"Sea Point, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
2.0,3.0,878 m²,126 m²,2.0,18 June 2019,107613174,1.0,2300000.0,"Conifer Close, Oudevlei Road, Marina Da Gama, Cape Town",Townhouse,1.0,,,1.0,,,,,,,,
1.0,2.0,,71 m²,1.0,29 January 2020,108377566,1.0,2500000.0,"164 Upper Buitenkant Street, Oranjezicht, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,1.0,,39 m²,1.0,08 October 2019,108029782,,1225000.0,"Claremont Upper, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,3.0,72 m²,72 m²,1.0,31 January 2020,108389228,,1450000.0,"Zonnebloem, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,1.0,,51 m²,,26 September 2019,107979014,,1195000.0,"19 Anton Anreith Arcade, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,
2.0,3.0,195 m²,,1.0,20 December 2019,108279521,1.0,5950000.0,"Oranjezicht, Cape Town",House,,1.0,,,,,,,,,,
2.0,2.0,112 m²,66 m²,2.0,08 January 2020,108298170,1.0,4800000.0,"De Waterkant, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,3.0,,104 m²,1.0,27 February 2019,107246137,1.0,2975000.0,"Zonnebloem, Cape Town",Townhouse,,,,1.0,,,,,,,,
4.0,4.0,248 m²,303 m²,2.0,04 May 2020,108645459,,8490000.0,"Rondebosch, Cape Town",House,1.0,1.0,,,,,,,,,,
1.0,1.0,,43 m²,,27 January 2020,108370080,,1845000.0,"22 Riebeek Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,,
2.5,3.0,,170 m²,,30 October 2019,108113119,,8590000.0,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.5,5.0,4 045 m²,,,22 March 2020,108594425,1.0,4500000.0,"Schaap Kraal, Cape Town",House,1.0,1.0,,30.0,,,1.0,,,,,
4.0,4.0,2 797 m²,,2.0,21 January 2020,108339951,1.0,14500000.0,"Constantia, Cape Town",House,1.0,1.0,,,,,1.0,,,,,
1.0,2.0,,78 m²,,08 July 2019,107680083,,2995000.0,"Green Point, Cape Town",Apartment / Flat,,,,2.0,1.0,,,,,,,
1.0,,,38 m²,,10 August 2019,107812854,,1450000.0,"Woodstock, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
2.0,2.0,110 m²,80 m²,1.0,28 January 2020,108372655,1.0,4500000.0,"Sea Point, Cape Town",Townhouse,,1.0,,,,,,,,,,
2.0,2.0,,170 m²,1.0,22 January 2019,107114952,,2590000.0,"Rondebosch, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,
1.0,1.0,,44 m²,1.0,02 February 2017,104767339,,1650000.0,"Zonnebloem, Cape Town",Apartment / Flat,,,,,,,,,,,,
5.0,5.0,5 413 m²,,4.0,29 August 2018,106693203,,34500000.0,"3 Oosterzee Heights, Bishopscourt, Cape Town",House,1.0,1.0,,,,,,,,,,
3.0,4.0,869 m²,400 m²,,01 August 2018,106601155,1.0,13500000.0,"13 Hof Street, Gardens, Cape Town",House,1.0,,,2.0,,,,,,,,
2.0,2.0,187 m²,187 m²,1.0,12 September 2019,107933781,,5800000.0,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,0.5,,44 m²,1.0,11 December 2019,108261134,,2995000.0,"Bantry Bay, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,
4.0,4.0,1 005 m²,,2.0,25 November 2019,108212936,,12950000.0,"Stonehurst Mountain Estate, Cape Town",House,1.0,1.0,,,,,,,,,,
1.0,1.0,,53 m²,1.0,28 February 2020,108510274,,2750000.0,"Bo Kaap, Cape Town",Apartment / Flat,,1.0,,,1.0,1.0,,,,,,
2.0,2.0,,138 m²,,21 August 2019,107855342,,3695000.0,"Foreshore, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
1.0,1.0,,,1.0,06 April 2020,108616029,,1450000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
2.5,3.0,220 m²,,2.0,05 February 2020,108408173,1.0,1495000.0,"Capricorn, Cape Town",House,1.0,,,,,,,,,,,
1.0,1.0,917 m²,66 m²,,22 August 2019,107862319,,1250000.0,"Mowbray, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
4.0,4.0,940 m²,331 m²,2.0,02 February 2017,104769717,,13995000.0,"Kenilworth, Cape Town",House,,1.0,1.0,,,,,,,,,
2.5,3.0,,170 m²,,30 October 2019,108113119,,8590000.0,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,2.0,,77 m²,,21 August 2019,107855084,,3850000.0,"22 Riebeek Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,
2.0,3.0,728 m²,,2.0,18 November 2019,108189038,,8500000.0,"Silvertree Estate, Cape Town",House,1.0,,,,,,,,,,,
2.0,3.0,740 m²,,2.0,02 December 2019,108235992,1.0,4495000.0,"Constantia, Cape Town",House,,1.0,,,,,,,,,,
1.0,0.5,,35 m²,,10 December 2019,108257592,,900000.0,"Mowbray, Cape Town",Apartment / Flat,1.0,,,1.0,1.0,,,1.0,,,,
1.0,,,38 m²,,10 August 2019,107812854,,1450000.0,"Woodstock, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
2.0,2.0,,170 m²,1.0,22 January 2019,107114952,,2590000.0,"Rondebosch, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,
1.0,2.0,,76 m²,,15 October 2018,105942533,,1880000.0,"Claremont, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
2.0,2.0,3 705 m²,156 m²,2.0,22 January 2019,107111105,,5995000.0,"De Waterkant, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,
2.0,3.0,433 m²,,2.0,12 November 2019,108160192,,9250000.0,"Tamboerskloof, Cape Town",House,,1.0,,,,,,,,,,
2.0,3.0,,,1.0,04 June 2020,108706357,,2425000.0,"Marina Da Gama, Cape Town",House,1.0,1.0,,1.0,,,,,,,,
2.0,3.0,,521 m²,1.0,25 June 2020,108801616,,4990000.0,"Vredehoek, Cape Town",House,,,,,,,,,,,,
1.0,3.0,250 m²,72 m²,1.0,04 March 2020,108531296,,769000.0,"Bishop Lavis, Cape Town",House,1.0,,,1.0,1.0,,1.0,,,,,
2.0,3.0,225 m²,,1.0,20 December 2019,108278656,,2500000.0,"Walmer Estate, Cape Town",House,,,,,,,,,,,,
1.0,0.5,,37 m²,,19 December 2019,108277044,,1795000.0,"Sea Point, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,
3.0,2.0,525 m²,,1.0,12 June 2020,108759115,1.0,1395000.0,"Pelican Park, Cape Town",House,1.0,,,,,,1.0,,,,,
1.5,2.0,,109 m²,1.0,08 April 2019,107381499,1.0,3250000.0,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
4.0,5.0,496 m²,364 m²,3.0,25 November 2019,108215243,1.0,2899000.0,"Fairways, Cape Town",House,,1.0,,,,,,,,,,
1.0,3.0,,80 m²,1.0,01 October 2019,107994181,,1500000.0,"Kenilworth, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,
5.0,5.0,1 196 m²,,3.0,22 January 2020,108352988,,8800000.0,"Rondebosch, Cape Town",House,1.0,,,6.0,,,,,,,,
1.0,2.0,113 m²,95 m²,,09 March 2020,108547133,1.0,1990000.0,"Woodstock, Cape Town",House,,,,,,,,,,,,
4.0,4.0,456 m²,455 m²,2.0,26 April 2019,107440687,1.0,16900000.0,"9 Higgo Crescent, Higgovale, Cape Town",House,1.0,1.0,,2.0,,,,,,,,
1.0,1.0,,42 m²,1.0,16 October 2019,108061808,,2195000.0,"70 Queen Victoria Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,
2.0,2.0,110 m²,110 m²,2.0,22 January 2020,108348200,1.0,5995000.0,"302 The Vera, 19 Davenport Road, Vredehoek, Cape Town",Apartment / Flat,,1.0,,,,,,1.0,,,,
1.0,3.0,2 065 m²,,2.0,07 January 2020,108294189,,7499000.0,"Constantia, Cape Town",House,1.0,1.0,1.0,,,,,,,,,
3.0,4.0,3 548 m²,630 m²,2.0,19 November 2019,108195973,1.0,12995000.0,"Zwaanswyk, Cape Town",House,1.0,1.0,,4.0,,,,,,,,
2.0,2.0,95 m²,95 m²,,02 April 2019,107361829,,3995000.0,"Green Point, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,
6.0,6.0,2 537 m²,900 m²,,05 November 2019,108134616,,25950000.0,"Zwaanswyk, Cape Town",House,1.0,1.0,,6.0,,,,,,,,
1.0,,,30 m²,,06 July 2020,108836541,,435000.0,"Maitland, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,
1.0,1.0,79 m²,,,11 November 2019,108152109,1.0,2995000.0,"Sea Point, Cape Town",House,,,,,,,,,,,,
1.0,1.0,,60 m²,,24 August 2018,106678899,,3500000.0,"Green Point, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,
2.0,3.0,806 m²,,2.0,05 November 2019,108134044,1.0,3995000.0,"Meadowridge, Cape Town",House,,1.0,,2.0,,,1.0,,,,,
,,,74 m²,,09 January 2020,108303885,,2850000.0,"Gardens, Cape Town",Apartment / Flat,,,,,,,,,,,,
3.0,,300 m²,,,11 February 2020,108432452,,8450000.0,"1 Park Road, Gardens, Cape Town",House,1.0,,,,,,,1.0,,,,
2.0,2.0,,77 m²,,02 January 2020,108286910,,4495000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,,
